Query,MLSR_ID,Change_in_Requirements
Show me security requirements for Implement mechanisms to protect data/services against attacks.,MLSR049_2210,"MLSR049_1756: protect against effects of various types of DoS attacks
MLSR049_1758: restrict internal users to launch denial of service attacks 
MLSR049_2210: implement non-persistent components/services that does not give sufficient time for attack
MLSR065_72: define cloud environment controls to mitigate DDoS attacks
MLSR065_161: ensure security controls are in place to prevent malicious activities by insiders
MLSR074_317: protect against brute force log-on attempts
MLSR074_710: protect messages from unauthorized access, modification or denial of service
MLSR074_324: restrict connection times to reduce window of opportunity for unauthorized access
MLSR203_62: ensure applications and process running with system privileges are protected against attacks
MLSR203_67:  implement measures that prevent DoS attack by opening many sessions
MLSR208_82: implement security controls to detect, resist, respond and recover from cybersecurity attacks
MLSR078_200: ensure availability of all network resources to protect against denial of service attacks
MLSR076_330: use strongly typed parameterized queries to avoid SQL injection
MLSR076_331: implement procedures to prevent cross-site scripting
MLSR055_305: secure input validation and prevent common attacks such as SQL-Injection
MLSR055_306: secure web page scripting to prevent common attacks such as cross-site scripting
MLSR307_172: prevent buffer overflows by implementing appropriate bounds checking on its buffer space
MLSR307_177: address cross-site scripting by validating all parameters before inclusion and utilizing context-sensitive escaping
MLSR307_181: address CSRF by ensuring applications do not rely on authorization credentials and tokens automatically submitted by browsers"
What are the requirements for Implement mechanisms to protect data/services against attacks?,MLSR049_2210,"MLSR049_1756: protect against effects of various types of DoS attacks
MLSR049_1758: restrict internal users to launch denial of service attacks 
MLSR049_2210: implement non-persistent components/services that does not give sufficient time for attack
MLSR065_72: define cloud environment controls to mitigate DDoS attacks
MLSR065_161: ensure security controls are in place to prevent malicious activities by insiders
MLSR074_317: protect against brute force log-on attempts
MLSR074_710: protect messages from unauthorized access, modification or denial of service
MLSR074_324: restrict connection times to reduce window of opportunity for unauthorized access
MLSR203_62: ensure applications and process running with system privileges are protected against attacks
MLSR203_67:  implement measures that prevent DoS attack by opening many sessions
MLSR208_82: implement security controls to detect, resist, respond and recover from cybersecurity attacks
MLSR078_200: ensure availability of all network resources to protect against denial of service attacks
MLSR076_330: use strongly typed parameterized queries to avoid SQL injection
MLSR076_331: implement procedures to prevent cross-site scripting
MLSR055_305: secure input validation and prevent common attacks such as SQL-Injection
MLSR055_306: secure web page scripting to prevent common attacks such as cross-site scripting
MLSR307_172: prevent buffer overflows by implementing appropriate bounds checking on its buffer space
MLSR307_177: address cross-site scripting by validating all parameters before inclusion and utilizing context-sensitive escaping
MLSR307_181: address CSRF by ensuring applications do not rely on authorization credentials and tokens automatically submitted by browsers"
I need a requirement for secure Implement mechanisms to protect data/services against attacks.,MLSR049_2210,"MLSR049_1756: protect against effects of various types of DoS attacks
MLSR049_1758: restrict internal users to launch denial of service attacks 
MLSR049_2210: implement non-persistent components/services that does not give sufficient time for attack
MLSR065_72: define cloud environment controls to mitigate DDoS attacks
MLSR065_161: ensure security controls are in place to prevent malicious activities by insiders
MLSR074_317: protect against brute force log-on attempts
MLSR074_710: protect messages from unauthorized access, modification or denial of service
MLSR074_324: restrict connection times to reduce window of opportunity for unauthorized access
MLSR203_62: ensure applications and process running with system privileges are protected against attacks
MLSR203_67:  implement measures that prevent DoS attack by opening many sessions
MLSR208_82: implement security controls to detect, resist, respond and recover from cybersecurity attacks
MLSR078_200: ensure availability of all network resources to protect against denial of service attacks
MLSR076_330: use strongly typed parameterized queries to avoid SQL injection
MLSR076_331: implement procedures to prevent cross-site scripting
MLSR055_305: secure input validation and prevent common attacks such as SQL-Injection
MLSR055_306: secure web page scripting to prevent common attacks such as cross-site scripting
MLSR307_172: prevent buffer overflows by implementing appropriate bounds checking on its buffer space
MLSR307_177: address cross-site scripting by validating all parameters before inclusion and utilizing context-sensitive escaping
MLSR307_181: address CSRF by ensuring applications do not rely on authorization credentials and tokens automatically submitted by browsers"
Fetch requirements mapped to Implement spam protection mechanisms in systems.,MLSR049_2169,"MLSR049_2166: employ spam protection mechanisms at system entry and exit points
MLSR049_2169: centrally manage spam protection mechanisms
MLSR049_2172: implement spam protection mechanisms with learning capability (Bayesian filters)"
Fetch requirements mapped to Implement spam protection mechanisms in systems.,MLSR049_2169,"MLSR049_2166: employ spam protection mechanisms at system entry and exit points
MLSR049_2169: centrally manage spam protection mechanisms
MLSR049_2172: implement spam protection mechanisms with learning capability (Bayesian filters)"
What are the requirements for Implement spam protection mechanisms in systems?,MLSR049_2169,"MLSR049_2166: employ spam protection mechanisms at system entry and exit points
MLSR049_2169: centrally manage spam protection mechanisms
MLSR049_2172: implement spam protection mechanisms with learning capability (Bayesian filters)"
Show me security requirements for Employ isolation mechanisms to setup trusted environment in mobile device.,MLSR305_140,"MLSR305_140: use sandboxing at OS or application-level to achieve higher levels of overall isolation
MLSR305_141: use memory isolation to prevent one process from accessing or modifying another processʼs memory
MLSR305_142: create and run process in trustworthy and isolated execution environment
MLSR312_61: employ data isolation mechanisms to prevent unauthorized access to user and mobile device data
MLSR312_103: employ secure containers to provide data isolation and segment enterprise applications and information from personal apps and data. 
"
I need a requirement for Employ isolation mechanisms to setup trusted environment in mobile device.,MLSR305_140,"MLSR305_140: use sandboxing at OS or application-level to achieve higher levels of overall isolation
MLSR305_141: use memory isolation to prevent one process from accessing or modifying another processʼs memory
MLSR305_142: create and run process in trustworthy and isolated execution environment
MLSR312_61: employ data isolation mechanisms to prevent unauthorized access to user and mobile device data
MLSR312_103: employ secure containers to provide data isolation and segment enterprise applications and information from personal apps and data. 
"
Give me requirements related to Employ isolation mechanisms to setup trusted environment in mobile device.,MLSR305_140,"MLSR305_140: use sandboxing at OS or application-level to achieve higher levels of overall isolation
MLSR305_141: use memory isolation to prevent one process from accessing or modifying another processʼs memory
MLSR305_142: create and run process in trustworthy and isolated execution environment
MLSR312_61: employ data isolation mechanisms to prevent unauthorized access to user and mobile device data
MLSR312_103: employ secure containers to provide data isolation and segment enterprise applications and information from personal apps and data. 
"
Show me security requirements for Employ concealment and misdirection techniques to mislead adversaries.,MLSR049_1938,"MLSR049_1916: include honeypots for detecting and deflecting malicious attacks
MLSR049_1938: employ concealment and misdirection techniques to confuse and mislead adversaries
MLSR049_1941: employ misdirection techniques to introduce randomness into operations and assets
MLSR049_1943: change location of organizational processing and storage at random time intervals
MLSR049_1945: employ misleading information with regard to system security state or posture

"
Do we have security requirements for Employ concealment and misdirection techniques to mislead adversaries in place?,MLSR049_1938,"MLSR049_1916: include honeypots for detecting and deflecting malicious attacks
MLSR049_1938: employ concealment and misdirection techniques to confuse and mislead adversaries
MLSR049_1941: employ misdirection techniques to introduce randomness into operations and assets
MLSR049_1943: change location of organizational processing and storage at random time intervals
MLSR049_1945: employ misleading information with regard to system security state or posture

"
Do we have security requirements for Employ concealment and misdirection techniques to mislead adversaries in place?,MLSR049_1938,"MLSR049_1916: include honeypots for detecting and deflecting malicious attacks
MLSR049_1938: employ concealment and misdirection techniques to confuse and mislead adversaries
MLSR049_1941: employ misdirection techniques to introduce randomness into operations and assets
MLSR049_1943: change location of organizational processing and storage at random time intervals
MLSR049_1945: employ misleading information with regard to system security state or posture

"
Give me all the requirements linked to Employ mechanism to enforce security policy and usage restrictions on mobile device.,MLSR309_8,"MLSR049_411: establish usage restrictions and configuration/ connection for mobile device
MLSR309_7: ensure enterprise administrators use MDM product to establish policies on organization-owned devices prior to user issuance
MLSR309_8: ensure enterprise-owned device has limited network connectivity, tightly controlled configuration, and limited software inventory by using MDM product
MLSR309_9: enforce security policies via MDM on personally owned device(BYOD) for personal and enterprise use
MLSR309_11: ensure personally owned device is given access to limited enterprise services such as enterprise email and web browsing
MLSR309_30: facilitate configuration and enforcement of security policies on mobile devices
MLSR309_35: ensure MDM agent relies upon trustworthy mobile platform and hardware to provide policy enforcement, cryptographic services and data protection
MLSR309_88: ensure MDM Agent is capable to interact with platform to perform administrator-provided management functions
MLSR309_119: ensure configuration policy is enabled to detect missed reachability events since last successful connection with MDM server
MLSR305_57: automatically take action in response to policy violations
MLSR305_143: have capability to enable/disable device peripherals and certain OS-provided functionality
MLSR312_70: employ EMM technology to configure enterprise security policies on mobile device
MLSR312_140: employ EMMs to notify user when OS and app updates are available and enforce compliance actions if user does not make appropriate updates
MLSR312_171: use EMM to apply restrictions such as disabling copy/paste feature when in enterprise applications
"
Give me requirements related to Employ mechanism to enforce security policy and usage restrictions on mobile device.,MLSR309_8,"MLSR049_411: establish usage restrictions and configuration/ connection for mobile device
MLSR309_7: ensure enterprise administrators use MDM product to establish policies on organization-owned devices prior to user issuance
MLSR309_8: ensure enterprise-owned device has limited network connectivity, tightly controlled configuration, and limited software inventory by using MDM product
MLSR309_9: enforce security policies via MDM on personally owned device(BYOD) for personal and enterprise use
MLSR309_11: ensure personally owned device is given access to limited enterprise services such as enterprise email and web browsing
MLSR309_30: facilitate configuration and enforcement of security policies on mobile devices
MLSR309_35: ensure MDM agent relies upon trustworthy mobile platform and hardware to provide policy enforcement, cryptographic services and data protection
MLSR309_88: ensure MDM Agent is capable to interact with platform to perform administrator-provided management functions
MLSR309_119: ensure configuration policy is enabled to detect missed reachability events since last successful connection with MDM server
MLSR305_57: automatically take action in response to policy violations
MLSR305_143: have capability to enable/disable device peripherals and certain OS-provided functionality
MLSR312_70: employ EMM technology to configure enterprise security policies on mobile device
MLSR312_140: employ EMMs to notify user when OS and app updates are available and enforce compliance actions if user does not make appropriate updates
MLSR312_171: use EMM to apply restrictions such as disabling copy/paste feature when in enterprise applications
"
Show me security requirements for Employ mechanism to enforce security policy and usage restrictions on mobile device.,MLSR309_8,"MLSR049_411: establish usage restrictions and configuration/ connection for mobile device
MLSR309_7: ensure enterprise administrators use MDM product to establish policies on organization-owned devices prior to user issuance
MLSR309_8: ensure enterprise-owned device has limited network connectivity, tightly controlled configuration, and limited software inventory by using MDM product
MLSR309_9: enforce security policies via MDM on personally owned device(BYOD) for personal and enterprise use
MLSR309_11: ensure personally owned device is given access to limited enterprise services such as enterprise email and web browsing
MLSR309_30: facilitate configuration and enforcement of security policies on mobile devices
MLSR309_35: ensure MDM agent relies upon trustworthy mobile platform and hardware to provide policy enforcement, cryptographic services and data protection
MLSR309_88: ensure MDM Agent is capable to interact with platform to perform administrator-provided management functions
MLSR309_119: ensure configuration policy is enabled to detect missed reachability events since last successful connection with MDM server
MLSR305_57: automatically take action in response to policy violations
MLSR305_143: have capability to enable/disable device peripherals and certain OS-provided functionality
MLSR312_70: employ EMM technology to configure enterprise security policies on mobile device
MLSR312_140: employ EMMs to notify user when OS and app updates are available and enforce compliance actions if user does not make appropriate updates
MLSR312_171: use EMM to apply restrictions such as disabling copy/paste feature when in enterprise applications
"
Do we have any requirements for Develop feature in bluetooth device to change private address and settings compliance?,MLSR304_76,"MLSR304_76: implement low energy private device addresses and data signing for bluetooth device
MLSR304_147: change default settings of device to reflect organization security policy such as default name
MLSR304_148: set bluetooth device to lowest power level so that transmissions remain within secure perimeter
MLSR304_153: ensure bluetooth 2.1 or later device using Security Mode 4 must fall back to Security Mode 3 for backward compatibility with 2.0 and earlier devices
"
I need a requirement for Develop feature in bluetooth device to change private address and settings.,MLSR304_76,"MLSR304_76: implement low energy private device addresses and data signing for bluetooth device
MLSR304_147: change default settings of device to reflect organization security policy such as default name
MLSR304_148: set bluetooth device to lowest power level so that transmissions remain within secure perimeter
MLSR304_153: ensure bluetooth 2.1 or later device using Security Mode 4 must fall back to Security Mode 3 for backward compatibility with 2.0 and earlier devices
"
Fetch requirements mapped to Develop feature in bluetooth device to change private address and settings.,MLSR304_76,"MLSR304_76: implement low energy private device addresses and data signing for bluetooth device
MLSR304_147: change default settings of device to reflect organization security policy such as default name
MLSR304_148: set bluetooth device to lowest power level so that transmissions remain within secure perimeter
MLSR304_153: ensure bluetooth 2.1 or later device using Security Mode 4 must fall back to Security Mode 3 for backward compatibility with 2.0 and earlier devices
"
Give me requirements related to Employ App vetting tool to detect vulnerabilities in mobile device.,MLSR312_97,MLSR312_97: use app vetting system to detect software or configuration flaws before app is deployed to mobile device
Give me requirements related to Employ App vetting tool to detect vulnerabilities in mobile device.,MLSR312_97,MLSR312_97: use app vetting system to detect software or configuration flaws before app is deployed to mobile device
Do we have any requirements for Employ App vetting tool to detect vulnerabilities in mobile device compliance?,MLSR312_97,MLSR312_97: use app vetting system to detect software or configuration flaws before app is deployed to mobile device
I need a requirement for Develop feature in system to isolate process execution .,MLSR049_1990,"MLSR049_1990: maintain separate execution domain for each executing process
MLSR049_1994: maintain separate execution domain for each thread in multi-threaded processing
MLSR049_2163: prohibit system processes to execute without supervision for more than specified time period"
I need a requirement for secure Develop feature in system to isolate process execution .,MLSR049_1990,"MLSR049_1990: maintain separate execution domain for each executing process
MLSR049_1994: maintain separate execution domain for each thread in multi-threaded processing
MLSR049_2163: prohibit system processes to execute without supervision for more than specified time period"
I need a requirement for Develop feature in system to isolate process execution .,MLSR049_1990,"MLSR049_1990: maintain separate execution domain for each executing process
MLSR049_1994: maintain separate execution domain for each thread in multi-threaded processing
MLSR049_2163: prohibit system processes to execute without supervision for more than specified time period"
"Give me requirements related to Implement power shutoff during emergency situations
.",MLSR049_1351,"MLSR049_1351: provide capability for shutting off power to system components in emergency situations
MLSR049_1352: place emergency shutoff switches in specified location to facilitate safe access for personnel 
MLSR049_1352: protect emergency power shutoff capability from unauthorized activation"
"Give me requirements related to Implement power shutoff during emergency situations
.",MLSR049_1351,"MLSR049_1351: provide capability for shutting off power to system components in emergency situations
MLSR049_1352: place emergency shutoff switches in specified location to facilitate safe access for personnel 
MLSR049_1352: protect emergency power shutoff capability from unauthorized activation"
"I need a requirement for Implement power shutoff during emergency situations
.",MLSR049_1351,"MLSR049_1351: provide capability for shutting off power to system components in emergency situations
MLSR049_1352: place emergency shutoff switches in specified location to facilitate safe access for personnel 
MLSR049_1352: protect emergency power shutoff capability from unauthorized activation"
Fetch requirements mapped to Develop feature in system to handle security incidents.,MLSR049_1100,"MLSR049_1100: implement dynamic reconfiguration of system components as part of incident response capability
MLSR049_1106: implement configurable capability to disable system if security violations are detected
MLSR049_2145: incorporate detection of unauthorized security-relevant changes to information system into incident response capability
MLSR208_102: restore device to its normal operating condition when cybersecurity incident occurred
MLSR049_1098: implement automated mechanisms such as online incident management system to support the incident handling process
MLSR049_1107: implement incident handling capability for insider threats
MLSR049_1113: implement dynamic response capabilities to effectively respond to security incidents
MLSR049_1120: employ automated mechanisms to assist in tracking of security incidents, collection and analysis of incident information
MLSR049_1125: employ automated mechanisms to assist in reporting of security incidents
MLSR049_1133: employ automated mechanisms to increase availability of incident response-related information and support
MLSR049_2119: employ automated mechanisms to make security alert and advisory information available throughout organization
MLSR222_313:  define a system for recording and reporting of incidents and field safety corrective actions
"
Show me security requirements for Develop feature in system to handle security incidents.,MLSR049_1100,"MLSR049_1100: implement dynamic reconfiguration of system components as part of incident response capability
MLSR049_1106: implement configurable capability to disable system if security violations are detected
MLSR049_2145: incorporate detection of unauthorized security-relevant changes to information system into incident response capability
MLSR208_102: restore device to its normal operating condition when cybersecurity incident occurred
MLSR049_1098: implement automated mechanisms such as online incident management system to support the incident handling process
MLSR049_1107: implement incident handling capability for insider threats
MLSR049_1113: implement dynamic response capabilities to effectively respond to security incidents
MLSR049_1120: employ automated mechanisms to assist in tracking of security incidents, collection and analysis of incident information
MLSR049_1125: employ automated mechanisms to assist in reporting of security incidents
MLSR049_1133: employ automated mechanisms to increase availability of incident response-related information and support
MLSR049_2119: employ automated mechanisms to make security alert and advisory information available throughout organization
MLSR222_313:  define a system for recording and reporting of incidents and field safety corrective actions
"
Do we have security requirements for Develop feature in system to handle security incidents in place?,MLSR049_1100,"MLSR049_1100: implement dynamic reconfiguration of system components as part of incident response capability
MLSR049_1106: implement configurable capability to disable system if security violations are detected
MLSR049_2145: incorporate detection of unauthorized security-relevant changes to information system into incident response capability
MLSR208_102: restore device to its normal operating condition when cybersecurity incident occurred
MLSR049_1098: implement automated mechanisms such as online incident management system to support the incident handling process
MLSR049_1107: implement incident handling capability for insider threats
MLSR049_1113: implement dynamic response capabilities to effectively respond to security incidents
MLSR049_1120: employ automated mechanisms to assist in tracking of security incidents, collection and analysis of incident information
MLSR049_1125: employ automated mechanisms to assist in reporting of security incidents
MLSR049_1133: employ automated mechanisms to increase availability of incident response-related information and support
MLSR049_2119: employ automated mechanisms to make security alert and advisory information available throughout organization
MLSR222_313:  define a system for recording and reporting of incidents and field safety corrective actions
"
Show me security requirements for Perform vulnerability scanning to identify vulnerabilities.,MLSR049_1490,"MLSR049_1490: employ vulnerability scanning tools to update list of system vulnerabilities scanned
MLSR049_1497: implement privileged access authorization to system components for vulnerability scanning
MLSR049_1499: employ mechanisms to compare results of vulnerability scans
MLSR049_1505: correlate output from vulnerability scanning tools
MLSR080_641: employ vulnerability scanners with four primary components such as vulnerability database, scanning engine, agent with local administrative privileges and reporting mechanisms
MLSR080_648: ensure vulnerability scanners check security policy weakness, misconfigurations and software flaws
MLSR080_662: ensure vulnerability scanners employed in system are carefully monitored on backup network
MLSR080_638: employ vulnerability scanners to identify weaknesses and generate security reports
MLSR080_638: employ vulnerability scanners to deploy patches or security configuration changes
MLSR050_175: scan system and applications for vulnerabilities
MLSR050_213: perform periodic scans of organizational systems
MLSR050_213: perform real-time scans of files from external sources
MLSR074_564: scan computers and media on routine basis
MLSR074_565: scan files received over networks or via any form of storage medium
MLSR080_639: perform targeted scans against specific high-risk hosts or appliances
MLSR106_35: monitor cybersecurity information sources for identifying and detecting vulnerabilities
MLSR106_36: monitor third party software components for new vulnerabilities
MLSR055_313: ensure to run anti-malicious software controls on server
MLSR055_314: ensure to scan all hosted content regularly and use up-to-date anti-malicious software controls
MLSR055_315: perform regular vulnerability assessments and security testing for online sites and applications
MLSR055_316: regularly scan for compromises
MLSR049_1709: scan for counterfeit system components at specified time intervals
MLSR049_1486: scan for vulnerabilities in a defined frequency and when new vulnerabilities are identified and reported
MLSR049_1487: employ vulnerability scanning tools and techniques that facilitate interoperability among tools "
What are the requirements for Perform vulnerability scanning to identify vulnerabilities?,MLSR049_1490,"MLSR049_1490: employ vulnerability scanning tools to update list of system vulnerabilities scanned
MLSR049_1497: implement privileged access authorization to system components for vulnerability scanning
MLSR049_1499: employ mechanisms to compare results of vulnerability scans
MLSR049_1505: correlate output from vulnerability scanning tools
MLSR080_641: employ vulnerability scanners with four primary components such as vulnerability database, scanning engine, agent with local administrative privileges and reporting mechanisms
MLSR080_648: ensure vulnerability scanners check security policy weakness, misconfigurations and software flaws
MLSR080_662: ensure vulnerability scanners employed in system are carefully monitored on backup network
MLSR080_638: employ vulnerability scanners to identify weaknesses and generate security reports
MLSR080_638: employ vulnerability scanners to deploy patches or security configuration changes
MLSR050_175: scan system and applications for vulnerabilities
MLSR050_213: perform periodic scans of organizational systems
MLSR050_213: perform real-time scans of files from external sources
MLSR074_564: scan computers and media on routine basis
MLSR074_565: scan files received over networks or via any form of storage medium
MLSR080_639: perform targeted scans against specific high-risk hosts or appliances
MLSR106_35: monitor cybersecurity information sources for identifying and detecting vulnerabilities
MLSR106_36: monitor third party software components for new vulnerabilities
MLSR055_313: ensure to run anti-malicious software controls on server
MLSR055_314: ensure to scan all hosted content regularly and use up-to-date anti-malicious software controls
MLSR055_315: perform regular vulnerability assessments and security testing for online sites and applications
MLSR055_316: regularly scan for compromises
MLSR049_1709: scan for counterfeit system components at specified time intervals
MLSR049_1486: scan for vulnerabilities in a defined frequency and when new vulnerabilities are identified and reported
MLSR049_1487: employ vulnerability scanning tools and techniques that facilitate interoperability among tools "
I need a requirement for Perform vulnerability scanning to identify vulnerabilities.,MLSR049_1490,"MLSR049_1490: employ vulnerability scanning tools to update list of system vulnerabilities scanned
MLSR049_1497: implement privileged access authorization to system components for vulnerability scanning
MLSR049_1499: employ mechanisms to compare results of vulnerability scans
MLSR049_1505: correlate output from vulnerability scanning tools
MLSR080_641: employ vulnerability scanners with four primary components such as vulnerability database, scanning engine, agent with local administrative privileges and reporting mechanisms
MLSR080_648: ensure vulnerability scanners check security policy weakness, misconfigurations and software flaws
MLSR080_662: ensure vulnerability scanners employed in system are carefully monitored on backup network
MLSR080_638: employ vulnerability scanners to identify weaknesses and generate security reports
MLSR080_638: employ vulnerability scanners to deploy patches or security configuration changes
MLSR050_175: scan system and applications for vulnerabilities
MLSR050_213: perform periodic scans of organizational systems
MLSR050_213: perform real-time scans of files from external sources
MLSR074_564: scan computers and media on routine basis
MLSR074_565: scan files received over networks or via any form of storage medium
MLSR080_639: perform targeted scans against specific high-risk hosts or appliances
MLSR106_35: monitor cybersecurity information sources for identifying and detecting vulnerabilities
MLSR106_36: monitor third party software components for new vulnerabilities
MLSR055_313: ensure to run anti-malicious software controls on server
MLSR055_314: ensure to scan all hosted content regularly and use up-to-date anti-malicious software controls
MLSR055_315: perform regular vulnerability assessments and security testing for online sites and applications
MLSR055_316: regularly scan for compromises
MLSR049_1709: scan for counterfeit system components at specified time intervals
MLSR049_1486: scan for vulnerabilities in a defined frequency and when new vulnerabilities are identified and reported
MLSR049_1487: employ vulnerability scanning tools and techniques that facilitate interoperability among tools "
Give me requirements related to Develop feature in system to authorize maintenance personnel.,MLSR049_1173,"MLSR049_1173: restrict use of maintenance tool to authorized personnel
MLSR049_1203: ensure personnel performing maintenance/diagnostic activities are authorized regional users
MLSR049_1205: ensure cleared foreign nationals are used to conduct maintenance and diagnostic activities on classified information systems
MLSR050_140: supervise maintenance activities of personnel without required access authorization
MLSR092_199: have strong authentication in place during software update process to ensure authenticity
MLSR105_64: verify user authentication before permitting software or firmware update
MLSR074_475: ensure equipment, information or software are not taken off-site without prior authorization
MLSR074_471: ensure appropriate controls are implemented when equipment is scheduled for maintenance 
MLSR203_85: ensure all interfaces used in product for maintenance purposes are protected"
Fetch requirements mapped to Develop feature in system to authorize maintenance personnel.,MLSR049_1173,"MLSR049_1173: restrict use of maintenance tool to authorized personnel
MLSR049_1203: ensure personnel performing maintenance/diagnostic activities are authorized regional users
MLSR049_1205: ensure cleared foreign nationals are used to conduct maintenance and diagnostic activities on classified information systems
MLSR050_140: supervise maintenance activities of personnel without required access authorization
MLSR092_199: have strong authentication in place during software update process to ensure authenticity
MLSR105_64: verify user authentication before permitting software or firmware update
MLSR074_475: ensure equipment, information or software are not taken off-site without prior authorization
MLSR074_471: ensure appropriate controls are implemented when equipment is scheduled for maintenance 
MLSR203_85: ensure all interfaces used in product for maintenance purposes are protected"
I need a requirement for secure Develop feature in system to authorize maintenance personnel.,MLSR049_1173,"MLSR049_1173: restrict use of maintenance tool to authorized personnel
MLSR049_1203: ensure personnel performing maintenance/diagnostic activities are authorized regional users
MLSR049_1205: ensure cleared foreign nationals are used to conduct maintenance and diagnostic activities on classified information systems
MLSR050_140: supervise maintenance activities of personnel without required access authorization
MLSR092_199: have strong authentication in place during software update process to ensure authenticity
MLSR105_64: verify user authentication before permitting software or firmware update
MLSR074_475: ensure equipment, information or software are not taken off-site without prior authorization
MLSR074_471: ensure appropriate controls are implemented when equipment is scheduled for maintenance 
MLSR203_85: ensure all interfaces used in product for maintenance purposes are protected"
Show me requirements that comply with Develop feature in system to perform preventive and predictive maintenance periodically.,MLSR049_1212,"MLSR049_1212: perform preventive maintenance at specific time intervals
MLSR049_1214: perform predictive maintenance at specific time intervals
MLSR049_1216: transfer predictive maintenance data to a computerized management system
MLSR049_2037: employ mechanism to determine state of system components for flaw remediation
MLSR074_470: ensure records are kept of all suspected or actual faults and of all preventive and corrective maintenance
MLSR049_1162: implement automated mechanisms to schedule, conduct, and document maintenance and repairs"
Show me security requirements for Develop feature in system to perform preventive and predictive maintenance periodically.,MLSR049_1212,"MLSR049_1212: perform preventive maintenance at specific time intervals
MLSR049_1214: perform predictive maintenance at specific time intervals
MLSR049_1216: transfer predictive maintenance data to a computerized management system
MLSR049_2037: employ mechanism to determine state of system components for flaw remediation
MLSR074_470: ensure records are kept of all suspected or actual faults and of all preventive and corrective maintenance
MLSR049_1162: implement automated mechanisms to schedule, conduct, and document maintenance and repairs"
Fetch requirements mapped to Develop feature in system to perform preventive and predictive maintenance periodically.,MLSR049_1212,"MLSR049_1212: perform preventive maintenance at specific time intervals
MLSR049_1214: perform predictive maintenance at specific time intervals
MLSR049_1216: transfer predictive maintenance data to a computerized management system
MLSR049_2037: employ mechanism to determine state of system components for flaw remediation
MLSR074_470: ensure records are kept of all suspected or actual faults and of all preventive and corrective maintenance
MLSR049_1162: implement automated mechanisms to schedule, conduct, and document maintenance and repairs"
"Give me all the requirements linked to Deploy antivirus software on bluetooth devices to protect from malwares
.",MLSR304_173,"MLSR304_173: install antivirus software on bluetooth-enabled hosts to protect bluetooth network from malwares
MLSR304_174: regularly deploy bluetooth software and firmware patches and upgrades
"
"Do we have security requirements for Deploy antivirus software on bluetooth devices to protect from malwares
 in place?",MLSR304_173,"MLSR304_173: install antivirus software on bluetooth-enabled hosts to protect bluetooth network from malwares
MLSR304_174: regularly deploy bluetooth software and firmware patches and upgrades
"
"Show me requirements that comply with Deploy antivirus software on bluetooth devices to protect from malwares
.",MLSR304_173,"MLSR304_173: install antivirus software on bluetooth-enabled hosts to protect bluetooth network from malwares
MLSR304_174: regularly deploy bluetooth software and firmware patches and upgrades
"
Fetch requirements mapped to Implement mechanism to rollout updates in containers.,MLSR301_27,"MLSR301_27: destroy and replace new container with updates whenever an upgrade is required
MLSR301_69: deploy baseline software updates on container by replacing entire image 
MLSR301_147: maintain repositories to ensure change in vulnerabilities and configuration are updated in container images
MLSR301_185_1: ensure hosts and lower level components are continuously scanned for vulnerabilities and updates are applied 
MLSR301_187:  ensure host OS is kept up to date with security updates and also latest component updates recommended by vendor"
Give me all the requirements linked to Implement mechanism to rollout updates in containers.,MLSR301_27,"MLSR301_27: destroy and replace new container with updates whenever an upgrade is required
MLSR301_69: deploy baseline software updates on container by replacing entire image 
MLSR301_147: maintain repositories to ensure change in vulnerabilities and configuration are updated in container images
MLSR301_185_1: ensure hosts and lower level components are continuously scanned for vulnerabilities and updates are applied 
MLSR301_187:  ensure host OS is kept up to date with security updates and also latest component updates recommended by vendor"
I need a requirement for Implement mechanism to rollout updates in containers.,MLSR301_27,"MLSR301_27: destroy and replace new container with updates whenever an upgrade is required
MLSR301_69: deploy baseline software updates on container by replacing entire image 
MLSR301_147: maintain repositories to ensure change in vulnerabilities and configuration are updated in container images
MLSR301_185_1: ensure hosts and lower level components are continuously scanned for vulnerabilities and updates are applied 
MLSR301_187:  ensure host OS is kept up to date with security updates and also latest component updates recommended by vendor"
